Order_ID,Date,Region,State,Distributor_ID,Channel_Type,Product_SKU,Tonnage,Star_Rating,AC_Type,Units_Ordered,Units_Fulfilled,Fulfillment_Rate_%,Units_Backordered,Split_Tag
ORD-2018-01-000077,2018-01-01,South,Tamil Nadu,DIST-So-036,Retail,SKU003,2.0,5.0,Cassette,697.0,,0.9914,6.0,TRAIN
ORD-2018-01-000078,2018-01-01,South,Tamil Nadu,DIST-So-037,Distributor,SKU002,1.0,3.0,Window,663.0,574.0,0.8658,89.0,TRAIN
ORD-2018-01-000079,2018-01-01,South,Tamil Nadu,DIST-So-038,Online,SKU004,0.75,2.0,Portable,754.0,625.0,0.8289,129.0,TRAIN
ORD-2018-01-000080,2018-01-01,South,Tamil Nadu,DIST-So-039,,SKU004,0.75,2.0,Portable,666.0,649.0,0.9745,17.0,TRAIN
ORD-2018-01-000081,2018-01-01,East,West Bengal,DIST-Ea-000,Retail,SKU004,0.75,2.0,Portable,277.0,249.0,0.8989,,TRAIN
ORD-2018-01-000082,2018-01-01,East,West Bengal,DIST-Ea-001,Distributor,SKU002,1.0,3.0,Window,402.0,400.0,,2.0,TRAIN
ORD-2018-01-000083,2018-01-01,East,West Bengal,DIST-Ea-002,Retail,SKU002,1.0,3.0,Window,375.0,318.0,0.848,57.0,TRAIN
ORD-2018-01-000084,2018-01-01,East,West Bengal,DIST-Ea-003,Distributor,SKU001,1.5,5.0,Split,431.0,360.0,0.8353,71.0,TRAIN
ORD-2018-01-000085,2018-01-01,East,West Bengal,DIST-Ea-004,Retail,SKU002,1.0,3.0,Window,317.0,305.0,0.9621,12.0,TRAIN
ORD-2018-01-000086,2018-01-01,East,West Bengal,DIST-Ea-005,Retail,SKU003,2.0,5.0,Cassette,422.0,377.0,0.8934,45.0,TRAIN
ORD-2018-01-000087,2018-01-01,East,West Bengal,DIST-Ea-006,Online,SKU005,3.0,4.0,Tower,432.0,410.0,0.9491,22.0,TRAIN
ORD-2018-01-000088,2018-01-01,East,West Bengal,DIST-Ea-007,Online,SKU005,3.0,4.0,Tower,398.0,376.0,0.9447,22.0,TRAIN
ORD-2018-01-000089,2018-01-01,East,West Bengal,DIST-Ea-008,Online,SKU001,1.5,5.0,Split,289.0,252.0,0.872,37.0,TRAIN
ORD-2018-01-000090,2018-01-01,East,West Bengal,DIST-Ea-009,Distributor,SKU003,2.0,5.0,Cassette,357.0,339.0,0.9496,18.0,TRAIN
ORD-2018-01-000091,2018-01-01,East,West Bengal,DIST-Ea-010,Retail,SKU005,3.0,4.0,Tower,211.0,201.0,0.9526,,TRAIN
ORD-2018-01-000092,2018-01-01,East,West Bengal,DIST-Ea-011,Online,SKU004,0.75,,Portable,325.0,286.0,0.88,39.0,TRAIN
ORD-2018-01-000093,2018-01-01,East,West Bengal,DIST-Ea-012,Retail,,2.0,5.0,Cassette,422.0,396.0,,26.0,TRAIN
ORD-2018-01-000094,2018-01-01,East,West Bengal,DIST-Ea-013,Distributor,SKU001,1.5,5.0,,354.0,312.0,0.8814,42.0,TRAIN
ORD-2018-01-000095,2018-01-01,East,West Bengal,DIST-Ea-014,Distributor,SKU001,1.5,5.0,Split,349.0,289.0,0.8281,60.0,TRAIN
ORD-2018-01-000096,2018-01-01,East,West Bengal,DIST-Ea-015,Retail,SKU003,2.0,5.0,Cassette,348.0,337.0,0.9684,11.0,TRAIN
ORD-2018-01-000097,2018-01-01,East,West Bengal,DIST-Ea-016,Online,SKU002,1.0,3.0,Window,330.0,273.0,0.8273,57.0,TRAIN
ORD-2018-01-000098,2018-01-01,East,West Bengal,DIST-Ea-017,Online,SKU001,1.5,5.0,Split,308.0,254.0,0.8247,54.0,TRAIN
ORD-2018-01-000099,2018-01-01,East,West Bengal,DIST-Ea-018,Retail,SKU001,1.5,5.0,Split,326.0,299.0,0.9172,27.0,TRAIN
ORD-2018-01-000100,2018-01-01,East,West Bengal,DIST-Ea-019,Distributor,SKU003,2.0,5.0,Cassette,236.0,227.0,0.9619,9.0,TRAIN
ORD-2018-01-000101,2018-01-01,East,West Bengal,DIST-Ea-020,Distributor,SKU005,3.0,4.0,Tower,231.0,201.0,0.8701,30.0,TRAIN
ORD-2018-01-000102,2018-01-01,East,West Bengal,DIST-Ea-021,Distributor,SKU004,0.75,2.0,Portable,396.0,337.0,,59.0,TRAIN
ORD-2018-01-000103,2018-01-01,East,West Bengal,DIST-Ea-022,Distributor,SKU004,0.75,2.0,Portable,327.0,272.0,0.8318,55.0,TRAIN
ORD-2018-01-000104,2018-01-01,East,West Bengal,DIST-Ea-023,Online,SKU004,0.75,2.0,,318.0,311.0,0.978,7.0,TRAIN
ORD-2018-01-000105,2018-01-01,East,West Bengal,DIST-Ea-024,Online,SKU001,1.5,5.0,Split,348.0,321.0,0.9224,27.0,TRAIN
ORD-2018-01-000106,2018-01-01,East,West Bengal,DIST-Ea-025,Online,SKU005,3.0,4.0,Tower,295.0,259.0,0.878,36.0,TRAIN
ORD-2018-01-000107,2018-01-01,East,West Bengal,DIST-Ea-026,Retail,SKU002,1.0,3.0,Window,344.0,313.0,0.9099,31.0,TRAIN
ORD-2018-01-000108,2018-01-01,East,West Bengal,DIST-Ea-027,Retail,SKU001,,5.0,Split,417.0,388.0,,29.0,TRAIN
ORD-2018-01-000109,2018-01-01,East,West Bengal,DIST-Ea-028,Online,SKU001,1.5,5.0,Split,390.0,384.0,0.9846,6.0,TRAIN
ORD-2018-01-000110,2018-01-01,East,West Bengal,DIST-Ea-029,Distributor,SKU003,2.0,5.0,Cassette,,360.0,0.9651,13.0,TRAIN
ORD-2018-01-000111,2018-01-01,East,West Bengal,DIST-Ea-030,Retail,SKU005,3.0,4.0,Tower,408.0,389.0,0.9534,19.0,TRAIN
ORD-2018-01-000112,2018-01-01,East,West Bengal,DIST-Ea-031,Distributor,SKU003,2.0,5.0,Cassette,290.0,258.0,0.8897,32.0,TRAIN
ORD-2018-01-000113,2018-01-01,East,West Bengal,DIST-Ea-032,Retail,SKU004,0.75,2.0,Portable,284.0,245.0,0.8627,39.0,TRAIN
ORD-2018-01-000114,2018-01-01,East,West Bengal,DIST-Ea-033,Retail,SKU004,0.75,2.0,Portable,323.0,280.0,0.8669,43.0,TRAIN
ORD-2018-01-000115,2018-01-01,East,West Bengal,DIST-Ea-034,Distributor,SKU003,2.0,5.0,Cassette,397.0,379.0,0.9547,18.0,TRAIN
ORD-2018-01-000116,2018-01-01,East,West Bengal,DIST-Ea-035,Distributor,SKU002,1.0,3.0,Window,363.0,356.0,0.9807,7.0,TRAIN
ORD-2018-01-000117,2018-01-01,East,West Bengal,DIST-Ea-036,Online,SKU004,0.75,2.0,Portable,339.0,294.0,0.8673,45.0,TRAIN
ORD-2018-01-000118,2018-01-01,East,West Bengal,DIST-Ea-037,Retail,SKU001,1.5,5.0,Split,284.0,256.0,0.9014,28.0,TRAIN
ORD-2018-01-000119,2018-01-01,East,West Bengal,DIST-Ea-038,Online,SKU005,3.0,4.0,Tower,340.0,279.0,0.8206,61.0,TRAIN
ORD-2018-01-000120,2018-01-01,East,West Bengal,DIST-Ea-039,Distributor,SKU002,1.0,3.0,Window,288.0,,0.9583,12.0,TRAIN
ORD-2018-01-000121,2018-01-01,West,Maharashtra,DIST-We-000,,SKU003,2.0,5.0,Cassette,640.0,538.0,0.8406,102.0,TRAIN
ORD-2018-01-000122,2018-01-01,West,Maharashtra,DIST-We-001,Retail,SKU005,3.0,,Tower,420.0,388.0,0.9238,32.0,TRAIN
ORD-2018-01-000123,2018-01-01,West,Maharashtra,DIST-We-002,Distributor,SKU005,3.0,4.0,Tower,568.0,565.0,0.9947,3.0,TRAIN
ORD-2018-01-000124,2018-01-01,West,Maharashtra,DIST-We-003,Retail,SKU004,0.75,2.0,Portable,661.0,565.0,0.8548,96.0,TRAIN
ORD-2018-01-000125,2018-01-01,West,Maharashtra,DIST-We-004,Distributor,SKU001,1.5,5.0,Split,569.0,515.0,0.9051,54.0,TRAIN
ORD-2018-01-000126,2018-01-01,West,Maharashtra,DIST-We-005,Retail,SKU004,0.75,2.0,Portable,654.0,588.0,0.8991,66.0,TRAIN
ORD-2018-01-000127,2018-01-01,West,Maharashtra,DIST-We-006,Online,SKU005,3.0,4.0,Tower,476.0,448.0,0.9412,28.0,TRAIN
ORD-2018-01-000128,2018-01-01,West,Maharashtra,DIST-We-007,Online,SKU001,1.5,5.0,Split,650.0,583.0,0.8969,67.0,TRAIN
ORD-2018-01-000129,2018-01-01,West,Maharashtra,DIST-We-008,Retail,SKU002,1.0,3.0,Window,684.0,632.0,0.924,52.0,TRAIN
ORD-2018-01-000130,2018-01-01,West,Maharashtra,DIST-We-009,Online,SKU004,0.75,2.0,Portable,556.0,506.0,0.9101,50.0,TRAIN
ORD-2018-01-000131,2018-01-01,West,Maharashtra,DIST-We-010,Online,SKU004,,2.0,Portable,675.0,567.0,0.84,108.0,TRAIN
ORD-2018-01-000132,2018-01-01,West,Maharashtra,DIST-We-011,Online,SKU004,0.75,2.0,Portable,660.0,561.0,0.85,99.0,TRAIN
ORD-2018-01-000133,2018-01-01,West,Maharashtra,DIST-We-012,Retail,SKU001,1.5,5.0,Split,608.0,594.0,0.977,14.0,TRAIN
ORD-2018-01-000134,2018-01-01,West,Maharashtra,DIST-We-013,Online,SKU001,1.5,5.0,Split,677.0,580.0,0.8567,97.0,TRAIN
ORD-2018-01-000135,2018-01-01,West,Maharashtra,DIST-We-014,Retail,SKU001,1.5,5.0,Split,457.0,419.0,0.9168,38.0,TRAIN
ORD-2018-01-000136,2018-01-01,West,Maharashtra,DIST-We-015,Retail,SKU002,1.0,3.0,Window,597.0,,0.8961,62.0,TRAIN
ORD-2018-01-000137,2018-01-01,West,Maharashtra,DIST-We-016,Distributor,SKU003,2.0,5.0,Cassette,617.0,590.0,0.9562,27.0,TRAIN
ORD-2018-01-000138,2018-01-01,West,Maharashtra,DIST-We-017,,SKU005,3.0,4.0,Tower,631.0,617.0,0.9778,14.0,TRAIN
ORD-2018-01-000139,2018-01-01,West,Maharashtra,DIST-We-018,Retail,SKU005,3.0,4.0,Tower,532.0,454.0,0.8534,78.0,TRAIN
ORD-2018-01-000140,2018-01-01,West,Maharashtra,DIST-We-019,Distributor,SKU003,2.0,5.0,Cassette,412.0,406.0,0.9854,6.0,TRAIN
ORD-2018-01-000141,2018-01-01,West,Maharashtra,DIST-We-020,Online,SKU005,3.0,4.0,Tower,675.0,579.0,0.8578,96.0,TRAIN
ORD-2018-01-000142,2018-01-01,West,Maharashtra,DIST-We-021,Distributor,SKU004,0.75,2.0,Portable,618.0,517.0,0.8366,101.0,TRAIN
ORD-2018-01-000143,2018-01-01,West,Maharashtra,DIST-We-022,Retail,SKU005,3.0,4.0,Tower,526.0,524.0,0.9962,2.0,TRAIN
ORD-2018-01-000144,2018-01-01,West,Maharashtra,DIST-We-023,Distributor,SKU002,1.0,3.0,Window,374.0,349.0,0.9332,25.0,TRAIN
ORD-2018-01-000145,2018-01-01,West,Maharashtra,DIST-We-024,Distributor,,3.0,4.0,Tower,438.0,413.0,0.9429,25.0,TRAIN
ORD-2018-01-000146,2018-01-01,West,Maharashtra,DIST-We-025,Retail,SKU003,2.0,5.0,Cassette,527.0,499.0,0.9469,28.0,TRAIN
ORD-2018-01-000147,2018-01-01,West,Maharashtra,DIST-We-026,Retail,SKU003,2.0,5.0,,579.0,484.0,0.8359,95.0,TRAIN
ORD-2018-01-000148,2018-01-01,West,Maharashtra,DIST-We-027,,SKU001,1.5,5.0,Split,491.0,461.0,0.9389,30.0,TRAIN
ORD-2018-01-000149,2018-01-01,West,Maharashtra,DIST-We-028,Online,SKU001,1.5,5.0,Split,573.0,550.0,0.9599,23.0,TRAIN
ORD-2018-01-000150,2018-01-01,West,Maharashtra,DIST-We-029,Online,,0.75,2.0,Portable,571.0,486.0,0.8511,85.0,TRAIN
ORD-2018-01-000151,2018-01-01,West,Maharashtra,DIST-We-030,Retail,SKU002,1.0,3.0,Window,512.0,480.0,0.9375,32.0,TRAIN
ORD-2018-01-000152,2018-01-01,West,Maharashtra,DIST-We-031,Retail,SKU001,1.5,5.0,Split,811.0,771.0,0.9507,40.0,TRAIN
ORD-2018-01-000153,2018-01-01,West,Maharashtra,DIST-We-032,Online,SKU003,2.0,5.0,Cassette,487.0,,,23.0,TRAIN
ORD-2018-01-000154,2018-01-01,West,Maharashtra,DIST-We-033,Distributor,SKU005,3.0,4.0,Tower,557.0,472.0,0.8474,85.0,TRAIN
ORD-2018-01-000155,2018-01-01,West,Maharashtra,DIST-We-034,Distributor,SKU005,3.0,4.0,Tower,567.0,477.0,0.8413,90.0,TRAIN
ORD-2018-01-000156,2018-01-01,West,Maharashtra,DIST-We-035,Retail,SKU004,0.75,2.0,Portable,452.0,391.0,0.865,61.0,TRAIN
ORD-2018-01-000157,2018-01-01,West,Maharashtra,DIST-We-036,Distributor,SKU005,3.0,4.0,Tower,597.0,497.0,0.8325,100.0,TRAIN
ORD-2018-01-000158,2018-01-01,West,Maharashtra,DIST-We-037,Retail,SKU004,0.75,2.0,Portable,562.0,486.0,0.8648,76.0,TRAIN
ORD-2018-01-000159,2018-01-01,West,Maharashtra,DIST-We-038,Retail,SKU001,1.5,5.0,Split,455.0,393.0,0.8637,62.0,TRAIN
ORD-2018-01-000160,2018-01-01,West,Maharashtra,DIST-We-039,Distributor,SKU003,2.0,5.0,Cassette,534.0,473.0,0.8858,61.0,TRAIN
ORD-2018-01-000161,2018-01-01,Central,Madhya Pradesh,DIST-Ce-000,Retail,SKU001,1.5,5.0,Split,453.0,394.0,0.8698,59.0,TRAIN
ORD-2018-01-000162,2018-01-01,Central,Madhya Pradesh,DIST-Ce-001,Retail,SKU001,1.5,5.0,Split,322.0,305.0,0.9472,17.0,TRAIN
ORD-2018-01-000163,2018-01-01,Central,Madhya Pradesh,DIST-Ce-002,Online,SKU004,0.75,2.0,Portable,152.0,149.0,0.9803,3.0,TRAIN
ORD-2018-01-000164,2018-01-01,Central,Madhya Pradesh,DIST-Ce-003,Retail,SKU004,0.75,2.0,Portable,320.0,291.0,0.9094,29.0,TRAIN
ORD-2018-01-000165,2018-01-01,Central,Madhya Pradesh,DIST-Ce-004,Distributor,SKU001,1.5,5.0,Split,427.0,377.0,0.8829,,TRAIN
ORD-2018-01-000166,2018-01-01,Central,Madhya Pradesh,DIST-Ce-005,Retail,SKU002,1.0,3.0,Window,418.0,385.0,0.9211,33.0,TRAIN
ORD-2018-01-000167,2018-01-01,Central,Madhya Pradesh,DIST-Ce-006,Distributor,SKU003,2.0,5.0,Cassette,368.0,344.0,0.9348,,TRAIN
ORD-2018-01-000168,2018-01-01,Central,Madhya Pradesh,DIST-Ce-007,Distributor,SKU002,1.0,3.0,Window,333.0,296.0,0.8889,37.0,TRAIN
ORD-2018-01-000169,2018-01-01,Central,Madhya Pradesh,DIST-Ce-008,Retail,SKU005,3.0,4.0,Tower,271.0,238.0,0.8782,33.0,TRAIN
ORD-2018-01-000170,2018-01-01,Central,Madhya Pradesh,DIST-Ce-009,Distributor,SKU004,0.75,2.0,Portable,317.0,278.0,0.877,39.0,TRAIN
ORD-2018-01-000171,2018-01-01,Central,Madhya Pradesh,DIST-Ce-010,,SKU005,3.0,4.0,Tower,175.0,162.0,0.9257,13.0,TRAIN
ORD-2018-01-000172,2018-01-01,Central,Madhya Pradesh,DIST-Ce-011,Retail,SKU003,2.0,5.0,Cassette,319.0,285.0,0.8934,34.0,TRAIN
ORD-2018-01-000173,2018-01-01,Central,Madhya Pradesh,DIST-Ce-012,Online,SKU002,1.0,3.0,Window,238.0,207.0,0.8697,31.0,TRAIN
